version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
4,Watch6.18,1773064425679,2026-03-09_13-53-45,America/New_York,watchos,1.54,67600FE1-3562-4EE0-8BAE-6C7E28E81538,WatchAccelerometerUncalibrated|WristMotion,0|0,false
