x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro,excercise,participant
0.22182341436532174,0.06455313930535861,-0.14324184885817925,0.4195498174696602,0.29367714285404395,0.7086087707507378,1b,8
0.26266628032823447,0.16668176770105697,0.03882311767200701,0.7763730937185054,0.15111871483781592,0.6589986347115485,1b,8
0.2765750295727928,0.29465207339023625,0.03267098825262058,1.450677468625506,0.6589464700993692,0.33954670688698,1b,8
0.3107827469816515,-0.10141713881775904,0.028196987183424154,0.8551293829568578,0.5688085923244427,0.4297610266278831,1b,8
0.30921829244826826,0.042296462343926186,0.013782738734916642,-0.104895458915909,0.22902137570461775,0.23106513968470432,1b,8
0.24719785966901298,-0.03412057478979228,-0.0779844078996529,0.8514683254387501,0.08653475810397294,0.20609476730596038,1b,8
0.11347251525271436,-0.3496962118744129,-0.1930362805311778,0.4925617517127375,0.07887480132216719,0.8078318755665691,1b,8
0.3582015909308223,0.3011470141477585,0.17267914945869317,1.1262754392379264,0.2129364827997978,0.24097856392539338,1b,8
0.35710000331582264,-0.10572706065489114,0.20113756914437697,0.36020749687791326,0.13906490571456404,-0.3309454742492184,1b,8
0.01143286927745257,-0.10126256596688296,-0.17969383251058252,-2.491894764491645,-0.08071970507360549,-0.03085882184675691,1b,8
-0.04943288103518589,0.34618465930799874,-0.18760643635049462,-1.4684559518802576,-0.18081389758340047,0.19149984665368552,1b,8
-0.06898978894079368,-0.16877446910804966,0.06270580055255079,-0.4474895993116348,0.11003876160735573,0.3095365017916122,1b,8
0.031068665750071132,-0.09157358542657706,0.43838958445075066,0.535274372869525,0.5674841845305661,0.2852651108371573,1b,8
-0.01023874860400669,0.023880261616484755,-0.014262088647633772,0.8505932334889058,0.5419955604553843,0.10953195191327414,1b,8
-0.0484734640939029,0.016517445750954436,-0.2725987731448425,-0.4472731833407923,0.3850656988995266,-0.16870409232188385,1b,8
0.10603399391005892,0.020935672299605843,0.05457699403458826,-0.25532701421079274,0.2572872072881326,-0.18024491570778028,1b,8
0.05844290567255094,0.05444660336844948,-0.14625303367921633,0.2964123529665554,0.03544876633585792,0.12922402122241194,1b,8
0.16985854922867435,-0.030216434535866477,0.0076864917331547124,-0.09962050395651034,-0.16605663259406225,0.15347746519562333,1b,8
0.3223642483131885,-0.12861876124288815,0.06424899709262012,-0.8743292427949423,-0.14493198090241557,-0.1602530015639087,1b,8
0.3105015844006062,0.056930218401732985,-0.016927537591074588,-0.6018942320159821,0.17490262517300656,-0.23622626425561138,1b,8
0.3631677201767081,-0.0784750837837159,0.16285578362165665,-1.0292163626019757,-0.06487037987956647,-0.26766567175704564,1b,8
0.32135825534182655,-0.06455506716432181,0.07012025128195878,-1.5875180131949251,-0.3512705124987088,-0.6123757473641136,1b,8
0.262545274313965,0.039151578197501945,0.06375405917355693,-1.098567220582522,-0.19547925264948826,-0.8308920056551731,1b,8
0.24101817392397146,-0.01058020855441323,0.06424691250041767,-1.2424300329933584,-0.29661218420557656,-0.7522098472210648,1b,8
0.17153662213290907,0.0034224023834090915,0.040970298987324384,-1.250290386454519,-0.4126234253478996,-0.7263653188142126,1b,8
0.11160057376291244,-0.025794975170736388,0.04404378417162455,-1.0293929352245317,-0.41784830744161194,-0.7952850815041625,1b,8
0.07213034064468679,-0.03078959717221337,0.007383182627553067,-0.9107979670885213,-0.5347717356342688,-0.7879452945361555,1b,8
0.02022085500041724,-0.08217936221870037,0.039577255993262825,-0.6044072364793446,-0.6103699524617211,-0.7178368521986299,1b,8
-0.03732939603893537,-0.11465711630215937,0.02634240984860172,-0.4935588690254758,-0.6317123836057397,-0.619955300603979,1b,8
-0.07746262579804306,-0.1185678696032039,0.03869646200354862,-0.5036627661104965,-0.7097586277654993,-0.5978285292130578,1b,8
-0.12639227621306356,-0.13205947052645917,0.0578595945954853,-0.2854041200087774,-0.7231091081106763,-0.5547172686146377,1b,8
-0.15756998346949191,-0.14429819741444452,0.08343851549820784,-0.06687468988020191,-0.7049016907098827,-0.4032574824864725,1b,8
-0.18058421055730134,-0.1653816460000548,0.14168033254228163,-0.14515221910477402,-0.7636693341478508,-0.3006912209181943,1b,8
-0.22888587264095148,-0.1400636709443766,0.1620620407999943,-0.19321294277870008,-0.8021930909269293,-0.10738550393419106,1b,8
-0.24900268527791228,-0.12152868881746362,0.17590336501801063,-0.2806361860217817,-0.7835371041986255,0.1235225344806192,1b,8
-0.23400802463988893,-0.07623709578970113,0.16997981204809065,-0.34820450698340094,-0.650449188051378,0.270397440862654,1b,8
-0.17386688592921515,-0.03139104551424617,0.17275319419289356,-0.4107701459252156,-0.43614539624264054,0.4285762425408145,1b,8
-0.09028917970931925,0.014341936347340477,0.1511013957218521,-0.529188296346881,-0.27941731063757647,0.48697609268773145,1b,8
-0.03508240644223492,0.059028726479323744,0.10811220480271284,-0.43699758479176554,-0.2407749722366022,0.47984641202445705,1b,8
-0.011648584784244898,0.015403148598766582,0.06638293746862482,-0.7227394417287643,-0.29734297230466056,0.42054094904211525,1b,8
-0.06355511166557785,-0.004312191519207015,-0.03466126202105021,-0.9913691087490312,-0.2297335441125324,0.23450534978353166,1b,8
-0.1253134074259745,-0.008877244459905786,-0.08105621465857024,-0.9415207519180493,-0.1628123517214765,0.10392351409224511,1b,8
-0.10848006836431787,0.014591318617895352,-0.08622885088493344,-0.905306941245101,-0.13991142960296046,0.13955804891731005,1b,8
-0.028516659169985772,0.060367307043100095,-0.09622593291813622,-0.6097235848245719,-0.05752141732407455,0.14256640472560728,1b,8
0.00854293158147224,0.06616200528894883,-0.07359578022110501,-0.4105102519991359,-0.032861054145890446,0.01263703055391448,1b,8
-0.043459505478492595,0.04464392979217075,-0.09595556406173049,-0.1842309675204617,0.055067729170495947,-0.06427907806883469,1b,8
-0.09165592334720095,-0.012763743144417184,-0.10057099602544553,-0.055464838877316985,0.10585095921422903,-0.08834133112458446,1b,8
-0.11303523772051156,0.011898808885227461,-0.08491908904441559,-0.039754036782543814,0.20097272377683978,-0.07343008350478274,1b,8
-0.086901269955195,0.011039918787265143,-0.06962206284732494,0.29140907137231065,0.3609882944890436,-0.05012588828362298,1b,8
-0.059332538841235266,-0.015491748610610824,-0.010262967863089351,0.4821447855871286,0.4344825602948378,-0.09836245865022034,1b,8
-0.01969950275142681,-0.010293320897576388,0.0018842271639906638,0.5581783656925825,0.46037363437129303,-0.22280822033720174,1b,8
-0.0013082357755306209,0.007441979834745037,0.01871022817628234,0.9027783697925179,0.5403805250919722,-0.3858324140950153,1b,8
-5.7157028466388055e-05,0.05080821754854528,0.03658408070904371,1.2909367106120304,0.9010155745176818,-0.3725998290828694,1b,8
0.12045311645654745,-0.0365183545378,-0.013748740261967022,1.3387744538339141,0.9556450551999098,-0.28449383684425095,1b,8
0.0994575696163335,-0.027948895440574474,0.021425748431597672,1.5019338825453887,0.7646616530365538,-0.21370342709854884,1b,8
-0.017830792336664972,0.010711910828639376,0.07129028463965012,1.5578264506472714,0.8035190189130553,-0.19604521299384034,1b,8
-0.004774376862478022,-0.010019933479914079,0.04861896985684663,1.2155091018288662,0.7177951773300025,-0.18155506256214177,1b,8
0.030337027807851025,0.05105771630891428,0.05213186043274441,1.2139323949973309,0.6379117162030452,0.006467885207465829,1b,8
0.0732124477222752,0.024687912875315868,-0.028605622355392404,1.0945033928723706,0.6080422006133736,0.01257924465502001,1b,8
0.05209733744605411,0.044499282444308494,-0.09803069654249315,0.5818660838887872,0.5508070698989358,-0.11387865271094465,1b,8
0.03686993402187729,0.053202270730941095,-0.030411100004204075,0.03867892653858192,0.3338101264324103,-0.12776349146704957,1b,8
0.06732355538649766,0.01311201438309017,0.019178666775030957,-0.14684611489631524,-0.026657405842206286,-0.10930986332130747,1b,8
0.07768945555796875,-0.02539408709657396,0.009242723594686898,-0.06284396043547877,-0.2459761055226566,-0.13111294578267513,1b,8
0.07728573941599287,-0.05320124916854209,-0.009423233726611248,-0.041594259673267645,-0.4325212189179091,-0.1774135460907384,1b,8
0.02975923403779908,0.0048561716722359755,0.020083916143376346,0.23617820934190015,-0.38924183963469333,-0.014730326607024426,1b,8
0.011628908893588965,-0.022008410727424203,0.0418858289718242,0.2226788911753648,-0.2174767510554349,0.16075925773867356,1b,8
-0.02414677704758395,-0.04696743964359995,0.11371348690046675,-0.027888073332583484,-0.19153220978556662,0.256901684361307,1b,8
-0.038782625442913644,-0.011892982877113928,0.21515280837815376,-0.14255153641102267,-0.2599382204238305,0.3794100544714202,1b,8
0.03419528329441978,0.047425093457479736,0.16380553215851357,-0.6549373852251359,-0.5240767950351741,0.2622170919523551,1b,8
0.050658602495035635,0.15184775076412044,0.10952545950200088,-0.7421132221231563,-0.7890843389444484,0.014743104773009774,1b,8
0.10938334857912063,0.12775525073792457,0.10531870092860364,-0.4026644189318764,-1.3038356913860305,-0.17495314683644117,1b,8
0.16392263720713812,0.09450286261875691,0.01417695860202744,-0.4304919877635946,-1.8251864427222115,-0.394872427011516,1b,8
0.1388854558219866,0.14370103799926914,-0.05752921930003545,0.01671771896419333,-1.9382158298549572,-0.5010984874964951,1b,8
0.12858880772610745,0.09854628044900468,-0.09093582157285084,0.37857008167024503,-2.077513370853027,-0.4661184538404835,1b,8
0.07392285839621789,0.06331090272611826,-0.1920357997678426,0.4670092239609091,-1.8049145312479304,-0.44397850845679443,1b,8
0.04088478257141737,0.025136862522067135,-0.19679818368619267,0.9646382387908117,-1.4443997586207118,-0.44506293096493676,1b,8
0.022288042531016558,-0.08304052239412003,-0.12204246303760405,1.0701888971750462,-1.6746910062720506,-0.4808505964395589,1b,8
-0.04235510859596092,-0.0874264350028278,-0.12869727514595894,1.2257256259902503,-1.9148842751788253,-0.44100474475613305,1b,8
-0.07232993901706766,-0.07374193474379312,-0.12405801424319819,1.6592047741424263,-1.93548966014591,-0.288217961747817,1b,8
-0.0623522109933338,-0.1055189781298928,-0.07929442567718387,1.629379702644903,-1.864768754193154,-0.19686249548628706,1b,8
-0.028913823366287145,-0.0650700310070566,-0.031208609496736747,1.4973501885491753,-2.005155185735061,-0.10925118672913643,1b,8
0.020519974038427966,-0.013809159799526958,-0.024483552314734175,1.286092686270631,-2.234527586954072,-0.04363944903969918,1b,8
0.05667739000643254,0.023402736424305806,-0.03934650343619934,1.0260464373322236,-2.188520846049726,-0.12964520750486955,1b,8
0.07993701806277478,0.058141175240683046,0.005278710991327081,0.9758819800378061,-2.1832033371802173,-0.24014823560462295,1b,8
0.09028415663313386,0.05966751825637117,0.03356511664839727,0.8231542042187528,-2.2313210221377426,-0.3432960688625443,1b,8
0.07251506428044424,0.07302078574700926,0.018866291864487503,0.7694972561373374,-2.1523940318232686,-0.49461856194546755,1b,8
0.07057890992530165,0.08386992864435101,0.03441052119591965,0.8040220980935738,-2.077663782650321,-0.6180949875780847,1b,8
0.08171964907078674,0.08142387401658141,0.056225043925935546,0.7064658684086077,-2.0248165198632986,-0.6854938835894571,1b,8
0.08489933518613507,0.0839219448905012,0.042998437923628785,0.7535107630442919,-1.9235467416852254,-0.7903296893125324,1b,8
0.07905442867412807,0.03627378902164837,0.049755027435475274,0.6756677202615663,-1.8510111123315263,-0.820972684177909,1b,8
0.04783764297083586,-0.011664958009390608,0.06045667067601891,0.5318129593265729,-1.7766609759389984,-0.6777406467418452,1b,8
0.04943327060850705,-0.03492504115348305,0.04270101596953681,0.4312156303355748,-1.6343673357548554,-0.5006537334240704,1b,8
0.06886751312578311,-0.0452910568901475,0.055791941149802834,0.1026694039367332,-1.5780279840711775,-0.31052116232876853,1b,8
0.08128679318314691,-0.025467639522347766,0.06631208589243844,-0.27473186195914356,-1.6712708376135579,-0.2247425514240296,1b,8
0.08729783818544355,-0.003191017353440776,0.0760757376336457,-0.7816691049287107,-1.8607599645593504,-0.27316890989676146,1b,8
0.0799642463628667,0.04973301562708089,0.057765795082083723,-0.9720787165505809,-1.8829988082272209,-0.4089686392891865,1b,8
0.08527784959687927,0.07253306417731013,0.016300331115559525,-0.7398838705221835,-1.7226534107709608,-0.5933313864452578,1b,8
0.10423927742821373,0.09211609757577331,0.019859593103052853,-0.7345166605318545,-1.670785218288477,-0.7053163353288958,1b,8
0.13229861119617073,0.12054080703803977,0.025301503576430573,-0.7886630877318844,-1.4767855041419073,-0.8564999734720463,1b,8
0.08075055068907736,0.05531067770892929,0.0699530654331438,-0.812024436597125,-0.8725005403750007,-0.9311660580596042,1b,8
0.06296080552513304,0.012100850848819495,0.06801503154521651,-0.8413641593380827,-0.4215878328952495,-0.8580554781068234,1b,8
0.10588511824047342,0.03922870285205498,0.060438590200960464,-0.7706882370524584,-0.3398948138551925,-0.711198001982452,1b,8
0.07974190248159388,0.043239319454565696,0.13035722132338656,-0.8088425411174146,-0.21624513446184102,-0.517278778708645,1b,8
0.07425755143788174,0.03036500512908876,0.138423077655481,-1.1485687685153365,-0.18293364647013782,-0.37689410878850105,1b,8
0.04557710138082539,0.05846699183967365,0.09942089174145871,-1.1562266950596065,-0.1940515877375655,-0.19448999065101127,1b,8
-0.004994509582030082,0.03590209329888376,0.06691507968832193,-1.0827231251665395,-0.2802332868094532,-0.008531422103284655,1b,8
