x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro,parent,child,participant,set,ID
0.06897055624181225,0.03494550578736275,0.0681228049789732,-6.83988412807103,-69.76085493566494,-71.67486548588597,5,10,18,1,97
0.10814471144838034,0.07655366042675842,0.0667995401099797,-5.538771708837294,-70.361504924248,-83.99672465311824,5,10,18,1,97
0.060400065953528495,0.003970406105735763,-0.12460402880766683,3.534446515809902,-68.97104138350696,-90.76391236953545,5,10,18,1,97
0.004598452599736307,0.018236043767461314,-0.12738645438611504,20.759711305829057,-57.055608345722185,-90.62043566884947,5,10,18,1,97
0.04631832469090034,0.007347714514644624,-0.06759659770663096,40.49257008799715,-57.69302004757508,-85.8081852099437,5,10,18,1,97
0.04941365434374687,-0.007073104820743528,-0.11027429303936784,62.27185275097866,-61.009057492789445,-86.7736668882021,5,10,18,1,97
0.05919774877277635,-0.02574287656830814,-0.07536041487112352,77.00834467440458,-50.619083082989626,-76.96977123807103,5,10,18,1,97
0.11716681208919144,-0.032910967357635754,-0.0003876354444197448,87.34757911376084,-45.09539023737245,-59.062031465138034,5,10,18,1,97
0.13585016750891452,0.029349198040653807,0.08493301732921749,92.9140358037989,-37.35953995118188,-39.06333534230008,5,10,18,1,97
0.13993895144933932,0.04869237620331946,0.10375363737959792,94.7468309353172,-24.375466810573457,-25.55772879513567,5,10,18,1,97
0.11647596049643309,0.017455106714178867,0.10888857490837486,95.39546342778164,-13.799768157000615,-24.780603784321258,5,10,18,1,97
0.06437503813254926,0.04435531995381119,0.13333765293591235,86.25100646764115,-19.04586395205559,-25.11434275191832,5,10,18,1,97
-0.0007685083528870239,0.04913240594624033,0.09535654928213516,77.73070902937255,-29.129034882938196,-18.806033490696652,5,10,18,1,97
-0.0822278048789888,0.05663457321166043,0.06679677494167299,51.89145744406254,-17.634030522225185,-17.298479505172565,5,10,18,1,97
-0.12803508033134747,0.011534117565551116,0.03726753147024917,38.95963302089525,10.324777614641649,-20.320257155232007,5,10,18,1,97
-0.08154167219029572,-0.03075452867191274,0.03592704853009012,16.031708023632934,22.765295611812544,-27.885438525291715,5,10,18,1,97
-0.12899976429914434,-0.00023781180613087483,0.14690049318693735,26.23135769646453,16.47987573761279,-18.962722790646932,5,10,18,1,97
-0.1784386627424815,-0.1516328081864236,0.07456791407061672,12.390509726302579,-8.399745993152486,-26.660015642666746,5,10,18,1,97
-0.2612602807390425,-0.1193319155324918,0.052209890873583534,32.1068776074617,-32.520694238883074,-33.76977540204257,5,10,18,1,97
-0.23184347190319407,-0.18233638436178207,-0.10268171208351828,23.21918357636985,-59.9727659801143,-28.057164291123453,5,10,18,1,97
-0.2953892249588694,-0.13387033077979316,-0.10440206014471493,24.881133265671366,-61.38596999351205,-22.97675889551448,5,10,18,1,97
-0.22963990392347644,-0.0809055659582326,-0.16650002775945744,27.42000558802221,-68.0285686312427,-8.904534818180744,5,10,18,1,97
-0.22798258636811938,-0.05298781559951843,-0.20961616153619617,1.7495386615845292,-49.143387853895774,-0.46095399173939516,5,10,18,1,97
-0.07800538545834841,0.009562961983022537,-0.19559825576783688,6.290251104937053,-4.221715658232104,-7.0652124523463735,5,10,18,1,97
0.08613015388676147,0.14261589683931236,-0.06175455115559123,24.393041457576672,22.277787988183732,2.994502980788108,5,10,18,1,97
0.15332386409720544,0.07297354032163668,0.013898495542268413,24.72292810158164,21.397945630976942,17.041277497018477,5,10,18,1,97
0.0436826266710204,0.022399663381136057,0.14860328770396045,33.151300352094516,42.870781525244695,14.384394241357784,5,10,18,1,97
0.06763468374056002,0.049828480917337825,0.2311417116469809,27.91073748934122,51.0646702700072,24.50597932598307,5,10,18,1,97
0.040038156631677195,0.034873189745294145,0.25127745183154215,2.641449440008792,41.37401269844403,44.14760823112352,5,10,18,1,97
0.08938304043335617,0.0074625599656603665,0.09554972048592222,9.323774695388922,37.56420111828067,49.290730178950945,5,10,18,1,97
0.03883850737980614,-0.016856309243508547,-0.05144754922040285,27.973660470761182,60.94385630565269,47.089139762144896,5,10,18,1,97
0.08890547966895243,0.012701963280431567,-0.06782613905601648,28.945182483780712,72.6754734087733,48.391738665192136,5,10,18,1,97
0.27555123041997376,0.055341631930305626,-0.13211690669414092,17.538365845900014,42.28667167067155,52.58650072676803,5,10,18,1,97
0.31469352500317116,0.03654047310050336,-0.1023083891887602,46.78867688781415,13.492818381671224,35.331358103230485,5,10,18,1,97
0.288910004958825,-0.008548277402171131,0.026204701903552872,37.52812142205202,5.8153742687042245,24.824262176465272,5,10,18,1,97
0.22173625100256414,0.03167024345599307,-0.03614512459320227,34.41712668764421,28.29102573404844,32.96784043315705,5,10,18,1,97
0.18038152096785726,-0.09473955355076186,0.19664043816805163,24.302917564860376,13.595737884913339,10.858020366937154,5,10,18,1,97
0.28034059389246074,-0.13922048478330468,0.21392881828011717,12.87624542003005,-24.759994810116176,-26.795571480482945,5,10,18,1,97
0.30047103929652585,-0.06299194946088803,0.15225397420762604,7.741736433219738,-54.31434767690911,-39.974476839644126,5,10,18,1,97
0.2174657989687747,-0.09954263701160418,0.06963670000827527,14.947669910337142,-67.30256666052225,-63.18614185643635,5,10,18,1,97
0.18173819193249924,0.11991234280860187,0.021209960723795288,-4.5794822635249615,-67.19845985956516,-53.36632416135285,5,10,18,1,97
0.023184737716312003,0.07391046461628815,-0.15460936924362584,-22.04155924215824,-68.75234841380825,-29.68543228273774,5,10,18,1,97
-0.12016298199540705,0.09108359782178962,-0.12612085960464234,-19.097111054146758,-51.120706588928215,-32.49617325632325,5,10,18,1,97
-0.027788382643122424,0.120733348547258,-0.09047890066241196,-29.11502134828731,-35.496873029058335,-26.667921918922218,5,10,18,1,97
0.05147280838232278,0.07501161754566382,-0.04419606034809759,-28.67371474784913,-35.317713331208225,-19.532191423516075,5,10,18,1,97
0.022453985128538946,0.08794777753635548,0.026336466596746412,10.259733484258184,-23.215527435828978,-24.8990965522099,5,10,18,1,97
0.055676880822711154,0.01268904850639629,0.01182258241720996,5.445004712181291,-9.763419996989036,-29.67669781834507,5,10,18,1,97
0.07602654223251876,0.08833195883924437,0.1076106118008904,7.929799996103642,-18.378307195615378,-12.19099208836779,5,10,18,1,97
-0.058282687676846745,0.02454655886557496,-0.027246507638254397,22.316977499673996,-17.31200717388651,-1.7051646024759637,5,10,18,1,97
-0.15953263124016523,-0.04773732693485035,-0.08146722584641305,17.138807966383215,-2.1284234846172843,-7.5557942432220955,5,10,18,1,97
-0.17547985611303396,-0.06199048943860278,-0.08174654639229473,1.9184608216797296,10.343196598249289,-10.545231547399263,5,10,18,1,97
-0.15781021777203982,-0.024685351445253047,-0.04742100869838044,-13.38136665897729,9.869156271741199,-1.7926875587645854,5,10,18,1,97
-0.11135400477775184,-0.09570942141476518,-0.03604040524034887,-26.182999611938037,17.14640995315609,0.9926688418061029,5,10,18,1,97
-0.051513134193234875,-0.012408592909889321,0.08638874372151903,-20.61517131718231,18.700623360453907,4.127202890030585,5,10,18,1,97
-0.06862267961013153,-0.086195222960116,0.062256693699865175,-27.18932406719891,22.876879469958425,10.086507563203224,5,10,18,1,97
-0.08589879410392597,-0.02467325860496955,0.08972295213422501,-24.06533003863289,24.350866681016672,16.877546922360253,5,10,18,1,97
-0.10936637721608519,-0.009712526752697064,0.0285571735609669,-24.669818621142014,23.79808824983607,17.524719043123092,5,10,18,1,97
