time,seconds_elapsed,x,y,z
1772660563176517376,0.059342145919799805,-17.310211181640625,42.204898834228516,-17.68951416015625
1772660563186554112,0.06937909126281738,-17.390594482421875,41.96528625488281,-17.767898559570312
1772660563196592384,0.07941722869873047,-17.360595703125,41.912513732910156,-17.883514404296875
1772660563206629376,0.08945417404174805,-17.6339111328125,41.75775909423828,-18.065597534179688
1772660563216666112,0.09949111938476562,-17.1407470703125,41.980709075927734,-18.203079223632812
1772660563226703104,0.1095280647277832,-17.2640380859375,41.92766571044922,-17.853271484375
1772660563236741376,0.11956620216369629,-17.417022705078125,41.905757904052734,-17.773300170898438
1772660563246778368,0.12960314750671387,-17.182891845703125,41.99266815185547,-17.726333618164062
1772660563256815104,0.13964009284973145,-17.2353515625,42.03019714355469,-17.623199462890625
1772660563266853376,0.14967823028564453,-16.792236328125,42.31383514404297,-18.18499755859375
1772660563276890368,0.1597151756286621,-17.01483154296875,42.284461975097656,-17.9698486328125
1772660563286927104,0.1697521209716797,-16.9290771484375,42.04130935668945,-17.956771850585938
1772660563296965120,0.17979001998901367,-16.942352294921875,42.10905838012695,-17.820571899414062
1772660563307002368,0.18982720375061035,-17.126678466796875,41.9635009765625,-17.721450805664062
1772660563317039360,0.19986414909362793,-16.909423828125,42.167354583740234,-18.051284790039062
1772660563327077120,0.20990204811096191,-16.86138916015625,42.222110748291016,-18.0028076171875
1772660563337114368,0.2199392318725586,-16.889892578125,42.276336669921875,-18.047637939453125
1772660563347151360,0.22997617721557617,-16.920166015625,42.27702331542969,-18.178390502929688
1772660563357189120,0.24001407623291016,-17.144256591796875,42.152435302734375,-17.907562255859375
1772660563367226112,0.25005102157592773,-16.796875,42.289154052734375,-18.04266357421875
1772660563377263360,0.2600882053375244,-16.9676513671875,42.31904983520508,-17.958267211914062
1772660563387301120,0.2701261043548584,-16.91326904296875,42.39908981323242,-17.537002563476562
1772660563397338112,0.280163049697876,-16.908905029296875,42.323158264160156,-17.632095336914062
1772660563407375360,0.29020023345947266,-17.000518798828125,42.28691864013672,-17.767852783203125
1772660563417412352,0.30023717880249023,-16.74505615234375,42.288177490234375,-17.761550903320312
1772660563427450112,0.3102750778198242,-17.048248291015625,42.35939025878906,-17.605926513671875
1772660563437487104,0.3203120231628418,-16.938751220703125,42.313072204589844,-17.428848266601562
1772660563447524352,0.3303492069244385,-16.72576904296875,42.47754669189453,-17.5618896484375
1772660563457562112,0.34038710594177246,-16.77484130859375,42.3271598815918,-17.577606201171875
1772660563467599104,0.35042405128479004,-16.549285888671875,42.49680709838867,-17.629470825195312
1772660563477636352,0.3604612350463867,-16.54034423828125,42.53749084472656,-17.7293701171875
1772660563487674112,0.3704991340637207,-16.602752685546875,42.54123306274414,-17.537506103515625
1772660563497711104,0.3805360794067383,-16.442169189453125,42.780242919921875,-17.52349853515625
1772660563507748096,0.39057302474975586,-16.610595703125,42.684024810791016,-17.258621215820312
1772660563517786368,0.40061116218566895,-16.430816650390625,42.917598724365234,-17.026382446289062
1772660563527823104,0.4106481075286865,-16.460479736328125,42.96731185913086,-17.0750732421875
1772660563537860096,0.4206850528717041,-16.268310546875,42.97087097167969,-17.066848754882812
1772660563547898368,0.4307231903076172,-16.44171142578125,43.01494598388672,-16.757354736328125
1772660563557935360,0.44076013565063477,-16.421173095703125,43.1391716003418,-16.866683959960938
1772660563567972096,0.45079708099365234,-16.277435302734375,43.065086364746094,-16.964370727539062
1772660563578010368,0.46083521842956543,-16.400787353515625,42.984413146972656,-16.655014038085938
1772660563588047360,0.470872163772583,-16.110870361328125,43.04985809326172,-16.670379638671875
1772660563598084096,0.4809091091156006,-16.007568359375,43.11137771606445,-16.534255981445312
1772660563608122112,0.49094700813293457,-15.75836181640625,43.145652770996094,-16.387374877929688
1772660563618159360,0.5009841918945312,-15.590789794921875,43.37922668457031,-16.359542846679688
1772660563628196352,0.5110211372375488,-15.609375,43.47220993041992,-16.365875244140625
1772660563638233088,0.5210580825805664,-15.773406982421875,43.30196762084961,-16.208343505859375
1772660563648269824,0.5310947895050049,-15.7032470703125,43.43461990356445,-15.984878540039062
1772660563658306816,0.5411317348480225,-15.628021240234375,43.54495620727539,-15.683319091796875
1772660563668344064,0.5511689186096191,-15.811004638671875,43.42278289794922,-15.624008178710938
1772660563678381824,0.5612068176269531,-15.749969482421875,43.61798858642578,-15.4205322265625
1772660563688418816,0.5712437629699707,-15.474822998046875,43.636985778808594,-15.274673461914062
1772660563698455808,0.5812807083129883,-15.67608642578125,43.85917663574219,-14.893280029296875
1772660563708493824,0.5913188457489014,-15.70086669921875,44.00027847290039,-14.899200439453125
1772660563718530816,0.601355791091919,-15.547119140625,44.12705612182617,-14.681167602539062
1772660563728567808,0.6113927364349365,-15.4786376953125,43.95473098754883,-14.636001586914062
1772660563738606080,0.6214308738708496,-15.535675048828125,43.96399688720703,-14.824676513671875
1772660563748642816,0.6314678192138672,-15.56396484375,43.98971176147461,-14.653289794921875
1772660563758679808,0.6415047645568848,-15.624603271484375,43.902095794677734,-14.522918701171875
1772660563768718080,0.6515429019927979,-15.6485595703125,43.771121978759766,-14.685577392578125
1772660563778755072,0.6615798473358154,-15.75360107421875,43.94221878051758,-14.8240966796875
1772660563788791808,0.671616792678833,-15.747467041015625,43.877838134765625,-14.822799682617188
1772660563798830080,0.6816549301147461,-15.657745361328125,43.89741134643555,-14.735977172851562
1772660563808867072,0.6916918754577637,-15.64556884765625,43.9113883972168,-15.041091918945312
1772660563818903808,0.7017288208007812,-15.34539794921875,43.926448822021484,-15.157302856445312
1772660563828941824,0.7117667198181152,-15.460113525390625,43.79537582397461,-15.33721923828125
1772660563838979072,0.7218039035797119,-15.187042236328125,43.91592788696289,-15.457656860351562
1772660563849016064,0.7318408489227295,-14.85601806640625,43.815677642822266,-16.135116577148438
1772660563859053824,0.7418787479400635,-14.694976806640625,43.82111740112305,-16.275894165039062
1772660563869091072,0.7519159317016602,-14.405181884765625,43.64073181152344,-16.785171508789062
1772660563879128064,0.7619528770446777,-14.216766357421875,43.530826568603516,-16.831680297851562
1772660563889164800,0.7719898223876953,-13.837646484375,43.571983337402344,-16.9990234375
1772660563899202816,0.7820277214050293,-13.7412109375,43.42416000366211,-17.442779541015625
1772660563909240064,0.792064905166626,-13.5946044921875,43.201202392578125,-17.973861694335938
1772660563919277056,0.8021018505096436,-13.354095458984375,43.1434440612793,-18.18939208984375
1772660563929314816,0.8121397495269775,-13.05633544921875,42.90518569946289,-18.86962890625
1772660563939352064,0.8221769332885742,-12.83782958984375,42.852962493896484,-18.9625244140625
1772660563949389056,0.8322138786315918,-12.6805419921875,42.6761589050293,-19.608596801757812
