time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw
1773063765742041344,0.032041311264038086,-0.2622763216495514,0.02257850021123886,0.08046238124370575,-0.013456732966005802,-0.5689452886581421,-0.8222652673721313,0.053358472883701324,-0.09519350528717041,0.10131800174713135,-0.9484736627798918,-0.296924155808679,-0.026521818615072967,-0.10737965375883206,0.6052227696575845,-0.016363979353952045,0.2305751546043822
1773063765752097280,0.04209733009338379,-0.33759793639183044,0.06700960546731949,0.20784321427345276,-0.013847460970282555,-0.5665647983551025,-0.8239008188247681,0.06252298504114151,-0.03095412254333496,0.06288397312164307,-0.9488157459519776,-0.29555523281672913,-0.026395086126567865,-0.10816185970503833,0.6023310068358865,-0.016805611546310384,0.23223354995674966
1773063765762152448,0.052152395248413086,-0.40803030133247375,0.048742711544036865,0.23305456340312958,-0.014634951017796993,-0.5633184909820557,-0.8261102437973022,0.06048760190606117,0.021723031997680664,0.036269545555114746,-0.9492561572127579,-0.2937033056610179,-0.026139243805034896,-0.10939718028104575,0.5983966686227276,-0.017713641227510235,0.2349419804065319
1773063765772208128,0.06220817565917969,-0.3192322850227356,0.09105928242206573,0.1391087770462036,-0.015045534819364548,-0.5603600144386292,-0.8281124830245972,0.07550085335969925,0.05270010232925415,0.05678069591522217,-0.949664471887326,-0.29200359797856695,-0.026031877287027834,-0.1104243807960211,0.5948203797145142,-0.01816646918367873,0.23708301438239632
1773063765782263296,0.07226324081420898,-0.23778721690177917,0.0961802750825882,0.1328791081905365,-0.014958874322474003,-0.5580311417579651,-0.8296851515769958,0.02094031497836113,0.009843945503234863,0.035114288330078125,-0.9499872555445668,-0.2906434542259885,-0.026149568333462776,-0.11120564832908708,0.5920112358914844,-0.018027625756589425,0.23855751588969504
1773063765792319232,0.08231925964355469,-0.1736229658126831,0.09496524184942245,0.22910571098327637,-0.015163995325565338,-0.5562983155250549,-0.8308442831039429,0.006252857856452465,-0.012122094631195068,0.006900191307067871,-0.950172244274035,-0.2896374400121069,-0.02622999719508632,-0.11222655820483335,0.5899245386435985,-0.018249282512190896,0.240678956708249
1773063765802374400,0.09237432479858398,-0.15111766755580902,0.09221259504556656,0.27731478214263916,-0.015843072906136513,-0.5549309849739075,-0.8317455053329468,0.06943193823099136,0.03291255235671997,0.009769856929779053,-0.9502429071752534,-0.28886078624538164,-0.026204749394529596,-0.1136271006357938,0.5882799799184715,-0.019045677810131688,0.24379321537123894
1773063765812429312,0.10242938995361328,-0.16638009250164032,0.08405223488807678,0.26233577728271484,-0.016593722626566887,-0.5535710453987122,-0.8326365947723389,0.08599068969488144,0.023755371570587158,0.007029354572296143,-0.9503045504152257,-0.28809337219015607,-0.02615157670652583,-0.11506277868988556,0.5866461290543245,-0.01992649216412834,0.24700536946046464
1773063765822484480,0.11248445510864258,-0.18032415211200714,0.09422551095485687,0.3046422004699707,-0.017404841259121895,-0.5520725846290588,-0.8336143493652344,0.07573918253183365,0.0013218522071838379,0.016719818115234375,-0.9503809204682444,-0.28725112332466296,-0.02606929943881799,-0.11654675346022314,0.5848478880975264,-0.02087573630080653,0.25032965542232777
1773063765832540416,0.12254047393798828,-0.19419188797473907,0.105862095952034,0.3784882724285126,-0.01846594177186489,-0.5504477024078369,-0.8346654176712036,0.08867163956165314,0.005785226821899414,0.04485523700714111,-0.9504347622990728,-0.2863464786036435,-0.02594176156655524,-0.11834936088490573,0.5829003663079273,-0.022120155863536516,0.25440339859725875
