x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro,parent,child,participant,set,ID
0.06785063125617533,0.0846846137163255,0.21805569666355423,-17.36212255871089,27.54194535666329,-8.575743212656,1,2,19,1,107
-0.014092816163662335,0.12499389769598089,0.2742027252646383,-14.249613142477234,56.55981878456634,-14.38307525374566,1,2,19,1,107
0.05440362889564893,0.001553814910560532,0.27937001648202286,-24.030932655196573,70.38310997529261,-20.758655425141857,1,2,19,1,107
-0.01506637402439532,0.14638023229427483,0.3886808129444529,-10.004356664119426,97.62958069971589,-23.94787513040885,1,2,19,1,107
-0.012409271666556108,0.1167329041561957,0.4041877368912495,-11.262017364211708,124.72330619938153,-32.41458229254005,1,2,19,1,107
0.10172138302365752,0.014831364293382651,0.33739038606649313,-26.104797639292162,139.6106806719741,-40.316516290874205,1,2,19,1,107
0.13158802449030185,0.15128786448145454,0.36277165180161736,-20.657746058559493,158.88686137469415,-40.797187199811724,1,2,19,1,107
0.16018457462917762,0.1923222865179153,0.3738032277239075,-25.343374626958102,177.97807576680626,-42.941912742855884,1,2,19,1,107
0.2203563055060314,0.1220399540782712,0.29873088634539713,-30.100458753518698,195.31972326653374,-46.53734816568828,1,2,19,1,107
0.2773875808441677,0.11730522369718349,0.24218658229809342,-30.481910167388918,211.2443138367501,-44.655311659024946,1,2,19,1,107
0.3638950019173327,0.1834510965855931,0.237209971736706,-33.813675859672124,225.544619873031,-43.77824418300433,1,2,19,1,107
0.4815463823017959,0.159033438885869,0.19077532523512808,-36.14794275932502,232.9616976500268,-46.58234219084309,1,2,19,1,107
0.5020257609156478,0.13730442412245178,0.1670330654841924,-31.826396127536587,238.83412625147793,-47.74996963858862,1,2,19,1,107
0.5304718658082874,0.19610889743811927,0.187340077058044,-37.71725538794119,246.2055233174047,-48.917946329989896,1,2,19,1,107
0.5843089127062733,0.15971227068692484,0.05773344510042645,-25.60540583578465,242.07855696944947,-53.8546080666863,1,2,19,1,107
0.5140753995081655,0.13759696571745308,0.1340923203264549,-36.63979938485761,250.27371581261085,-51.31128763515169,1,2,19,1,107
0.5444132576555486,0.2105437581386204,0.016774776014479128,-21.621550045476337,244.8479974228745,-48.2502153632076,1,2,19,1,107
0.544632542532049,0.1437250929609223,-0.05295750147724709,2.654008770250602,234.37179662290555,-50.87848344989287,1,2,19,1,107
0.524945109669474,0.02884280592397987,-0.09813771280142901,-0.8961519201291838,217.600110104689,-52.54984101043452,1,2,19,1,107
0.518223922229086,0.0743859597910845,0.05034102396770654,1.4369714904786575,207.3599571270788,-55.768711075668335,1,2,19,1,107
0.42835582796818805,-0.04037796109552666,-0.1363919914837099,2.0459592000182263,195.74661201066672,-60.38012886306928,1,2,19,1,107
0.43301269278483484,-0.05752451058264017,-0.2555569853613984,-8.251598946972216,168.99996820361787,-65.21469227621493,1,2,19,1,107
0.3696626138486851,-0.12351681412970714,-0.20362299658825905,-23.205415560349216,157.0572399983609,-67.58409379973611,1,2,19,1,107
0.29580897538967976,-0.10504702689422227,-0.34541368947964657,-23.17368433520518,143.30675799770762,-65.8499565218974,1,2,19,1,107
0.25593566000266366,0.010048080432769918,-0.3638076287328916,-6.224779491225892,120.76967130195194,-61.44729090130512,1,2,19,1,107
0.2053491520963318,-0.04330064475872117,-0.16071877603870527,-21.960605851303548,115.92244079793993,-55.32378415691657,1,2,19,1,107
0.15376572346912482,-0.042147512555918726,-0.2665935785908641,-12.588415248872531,103.5818760648069,-52.32727525683811,1,2,19,1,107
0.12442260781204031,-0.016695695898937477,-0.3532987230358158,-1.1063135217411963,83.22263140073095,-44.446946946108675,1,2,19,1,107
0.11403529791393707,-0.03609478036524575,-0.25773140761072866,-6.008273025732197,66.52897746047176,-38.83295613254085,1,2,19,1,107
0.04706149052868173,-0.04777333989979065,-0.18862809446508366,-7.932300079446966,58.730537139776146,-31.750732534387193,1,2,19,1,107
0.013858678876979572,-0.08380984979460095,-0.3495014918285821,1.6929725304666599,38.55581003409507,-22.498279638024815,1,2,19,1,107
0.0621152794945745,-0.04242837999351086,-0.24424882901702621,9.95057976189778,18.14184904351364,-19.059801580559533,1,2,19,1,107
-0.01927395588562126,-0.09946566456752615,-0.1021491870897231,-3.090426203884473,18.16638703977333,-11.642909538016173,1,2,19,1,107
0.04144887443775122,-0.11733610033847688,-0.22693995473028422,-7.154471422077451,5.934358313628706,-7.030094873853593,1,2,19,1,107
0.08133418161050296,-0.021154811009634705,-0.23636154848848506,3.306086782989916,-11.003918404397663,-6.064990593921817,1,2,19,1,107
-0.009903837218442922,-0.0490672847069294,-0.04435246844318393,-5.072573604046555,-10.926447873676029,-0.9923211732742994,1,2,19,1,107
-0.011872002923349105,-0.06956083407758847,-0.02727902992864375,-12.145684603419742,-11.224783701517747,1.5127180167872345,1,2,19,1,107
0.009942311924547462,-0.00633277422355394,-0.10352003804191992,-1.5706420904678258,-18.314194886184705,2.4041747917575957,1,2,19,1,107
0.0029739796300467317,0.02076762284290344,0.0424891174958646,-3.2529299391463016,-14.898075284111808,3.9794437671147094,1,2,19,1,107
-0.015948633646752898,-0.006349358903758063,0.04629338962264129,-1.6981609331168912,-9.593120757688874,4.401239096960245,1,2,19,1,107
0.02783472312474333,-0.008920567892000056,-0.03462080502276756,2.467913550256143,-13.14347714570221,3.111093058259998,1,2,19,1,107
-0.01342320806463574,-0.0008640476378847361,0.010105098485515024,2.1144207387513103,-11.270140585995724,3.433585705423187,1,2,19,1,107
-0.049942579277192554,-0.0028116775459908275,0.027684754691876264,1.6278090241230965,-7.336267854037326,6.782862993809286,1,2,19,1,107
0.01565145541431545,0.011476892644295631,-0.10790037023714884,9.109333788090277,-17.1743803249784,8.79913296304999,1,2,19,1,107
-0.0007430558931322689,-0.04390362293212502,-0.14736869401507025,10.700450486588453,-26.581625853425095,11.641092451635867,1,2,19,1,107
-0.003233259110507973,-0.037233431826675475,-0.0688177310526076,2.3708331878267357,-32.502180520750734,16.320539054061673,1,2,19,1,107
