time,seconds_elapsed,x,y,z
1773065888319361280,0.012688159942626953,0.1540374755859375,0.6107635498046875,0.6665191650390625
1773065888329399040,0.022726058959960938,-0.03375244140625,0.5666351318359375,0.6705474853515625
1773065888339436032,0.032763004302978516,-0.20172119140625,0.49322509765625,0.716278076171875
1773065888349474304,0.0428011417388916,-0.176666259765625,0.42620849609375,0.7349090576171875
1773065888359512064,0.052839040756225586,0.0430755615234375,0.390655517578125,0.7198638916015625
1773065888369550336,0.06287717819213867,0.2044525146484375,0.33837890625,0.7319183349609375
1773065888379587072,0.07291412353515625,0.242462158203125,0.298980712890625,0.7557830810546875
1773065888389625088,0.08295202255249023,0.19512939453125,0.3215484619140625,0.806304931640625
1773065888399663104,0.09299015998840332,0.1111907958984375,0.402496337890625,0.8459930419921875
1773065888409701120,0.1030280590057373,0.0496368408203125,0.51739501953125,0.837371826171875
1773065888419739136,0.11306619644165039,0.0099639892578125,0.626068115234375,0.797515869140625
1773065888429776128,0.12310314178466797,-0.0077056884765625,0.691680908203125,0.7538909912109375
1773065888439814144,0.13314104080200195,-0.0031585693359375,0.67999267578125,0.7500457763671875
1773065888449852160,0.14317917823791504,0.0153045654296875,0.599822998046875,0.8223876953125
1773065888459890176,0.15321707725524902,0.022064208984375,0.5222930908203125,0.959564208984375
1773065888469927168,0.1632540225982666,-0.0018157958984375,0.479644775390625,1.068939208984375
1773065888479965184,0.1732921600341797,-0.05218505859375,0.4722442626953125,1.1039886474609375
1773065888490003200,0.18333005905151367,-0.1032562255859375,0.50958251953125,1.07421875
1773065888500041216,0.19336819648742676,-0.13348388671875,0.5824127197265625,1.0344085693359375
1773065888510078208,0.20340514183044434,-0.145294189453125,0.6510162353515625,0.999969482421875
1773065888520115968,0.21344304084777832,-0.1626739501953125,0.66400146484375,0.9619598388671875
1773065888530154240,0.2234811782836914,-0.18304443359375,0.6215057373046875,0.962005615234375
1773065888540192000,0.2335190773010254,-0.1909637451171875,0.5474853515625,0.9985504150390625
1773065888550228992,0.24355602264404297,-0.18035888671875,0.4840087890625,1.043487548828125
1773065888560267264,0.25359416007995605,-0.1685638427734375,0.4406280517578125,1.0704498291015625
1773065888570305024,0.26363205909729004,-0.15478515625,0.419708251953125,1.049041748046875
1773065888580343296,0.2736701965332031,-0.1346893310546875,0.4303741455078125,1.00537109375
1773065888590381056,0.2837080955505371,-0.116302490234375,0.4625244140625,0.9657745361328125
1773065888600418048,0.2937450408935547,-0.1140899658203125,0.489105224609375,0.9352264404296875
1773065888610456320,0.3037831783294678,-0.119537353515625,0.47625732421875,0.898590087890625
1773065888620494080,0.31382107734680176,-0.13037109375,0.431182861328125,0.8836517333984375
1773065888630532352,0.32385921478271484,-0.123931884765625,0.3760986328125,0.899566650390625
1773065888640569088,0.3338961601257324,-0.1058502197265625,0.3134613037109375,0.9161224365234375
1773065888650607104,0.3439340591430664,-0.091949462890625,0.25750732421875,0.9375762939453125
1773065888660645120,0.3539721965789795,-0.096893310546875,0.2196807861328125,0.9541473388671875
1773065888670683136,0.3640100955963135,-0.1227264404296875,0.213775634765625,0.9456634521484375
1773065888680720128,0.37404704093933105,-0.154266357421875,0.2398834228515625,0.923126220703125
1773065888690758144,0.38408517837524414,-0.167633056640625,0.2738494873046875,0.9047393798828125
1773065888700796160,0.3941230773925781,-0.16534423828125,0.365875244140625,0.9033660888671875
1773065888710834176,0.4041612148284912,-0.15869140625,0.445556640625,0.9122772216796875
1773065888720871168,0.4141981601715088,-0.153411865234375,0.4886627197265625,0.9058380126953125
1773065888730909184,0.4242360591888428,-0.1480865478515625,0.5093841552734375,0.9004364013671875
1773065888740947200,0.43427419662475586,-0.1466522216796875,0.4959564208984375,0.8889617919921875
1773065888750985216,0.44431209564208984,-0.1480255126953125,0.46630859375,0.888702392578125
1773065888761022976,0.45434999465942383,-0.1553497314453125,0.441314697265625,0.892669677734375
1773065888771060224,0.4643871784210205,-0.1637115478515625,0.4279327392578125,0.8961944580078125
1773065888781098240,0.4744250774383545,-0.169281005859375,0.4170684814453125,0.881988525390625
1773065888791136256,0.4844632148742676,-0.167236328125,0.4129180908203125,0.86968994140625
1773065888801174272,0.49450111389160156,-0.1595458984375,0.4094085693359375,0.8739776611328125
1773065888811211008,0.5045380592346191,-0.1499481201171875,0.4023284912109375,0.8617706298828125
1773065888821249280,0.5145761966705322,-0.1360321044921875,0.39208984375,0.847442626953125
1773065888831287040,0.5246140956878662,-0.1114959716796875,0.3937835693359375,0.84173583984375
1773065888841325056,0.5346519947052002,-0.0876007080078125,0.398284912109375,0.8410797119140625
1773065888851362304,0.5446891784667969,-0.081817626953125,0.4080657958984375,0.8508148193359375
1773065888861400064,0.5547270774841309,-0.09619140625,0.4245147705078125,0.8655853271484375
1773065888871438336,0.564765214920044,-0.1179656982421875,0.4385986328125,0.866180419921875
1773065888881476096,0.5748031139373779,-0.1364898681640625,0.4534149169921875,0.8631744384765625
1773065888891513088,0.5848400592803955,-0.143707275390625,0.4628753662109375,0.851348876953125
1773065888901551360,0.5948781967163086,-0.1365203857421875,0.4600067138671875,0.8470458984375
1773065888911589120,0.6049160957336426,-0.12890625,0.4505615234375,0.8585205078125
1773065888921627136,0.6149539947509766,-0.1197052001953125,0.4292755126953125,0.8618927001953125
1773065888931665152,0.6249921321868896,-0.104736328125,0.40533447265625,0.874755859375
1773065888941702144,0.6350290775299072,-0.0843353271484375,0.3934478759765625,0.886749267578125
1773065888951740160,0.6450672149658203,-0.0684356689453125,0.394561767578125,0.885345458984375
1773065888961778176,0.6551051139831543,-0.0620574951171875,0.40618896484375,0.884246826171875
1773065888971815936,0.6651430130004883,-0.0658416748046875,0.428924560546875,0.8646087646484375
1773065888981853184,0.675180196762085,-0.076019287109375,0.4494171142578125,0.836639404296875
1773065888991891200,0.685218095779419,-0.0805816650390625,0.461151123046875,0.8083648681640625
1773065889001928960,0.6952559947967529,-0.0693206787109375,0.4565887451171875,0.79010009765625
1773065889011967232,0.705294132232666,-0.048248291015625,0.4422760009765625,0.78106689453125
1773065889022004224,0.7153310775756836,-0.0219268798828125,0.4246826171875,0.7777862548828125
1773065889032042240,0.7253692150115967,0.005859375,0.40948486328125,0.7798004150390625
1773065889042080256,0.7354071140289307,0.0406036376953125,0.4031524658203125,0.77777099609375
1773065889052118016,0.7454450130462646,0.0826873779296875,0.4072723388671875,0.7678375244140625
1773065889062156288,0.7554831504821777,0.1213226318359375,0.406036376953125,0.75341796875
1773065889072191488,0.7655184268951416,0.145721435546875,0.3790740966796875,0.717529296875
1773065889082229504,0.7755565643310547,0.1571197509765625,0.3358917236328125,0.6884765625
1773065889092267520,0.7855944633483887,0.1689910888671875,0.2827606201171875,0.6875457763671875
1773065889102305536,0.7956323623657227,0.1805572509765625,0.243682861328125,0.7109527587890625
1773065889112342528,0.8056695461273193,0.18841552734375,0.242279052734375,0.73516845703125
1773065889122380544,0.8157074451446533,0.1792144775390625,0.2805633544921875,0.7377166748046875
1773065889132418560,0.8257455825805664,0.172088623046875,0.3480072021484375,0.7214508056640625
