version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
4,Watch6.15,1773063600288,2026-03-09_13-40-00,America/New_York,watchos,1.54,D7294147-0023-4140-B279-BE1244A4377D,WristMotion|WatchAccelerometerUncalibrated,0|0,false
